Order Date,Ship Date,Ship Mode,Segment,Country,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,delivery_days,order_month,order_year,profit_margin,is_profitable,is_discounted
2017-06-22,2017-06-28,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,8.928,2,0.2,0.6696,6,2017-06,2017,0.07492,1,1
2017-01-15,2017-01-18,First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,34.384,1,0.2,3.8682,3,2017-01,2017,0.11247,1,1
2017-01-15,2017-01-18,First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,1924.16,8,0.2,312.676,3,2017-01,2017,0.1625,1,1
2015-04-02,2015-04-07,Standard Class,Consumer,United States,Dallas,Texas,Central,Office Supplies,Appliances,32.192,2,0.8,-80.48,5,2015-04,2015,-2.49922,0,1
2015-04-02,2015-04-07,Standard Class,Consumer,United States,Dallas,Texas,Central,Technology,Accessories,50.12,7,0.2,-0.6265,5,2015-04,2015,-0.0125,0,1
2015-04-02,2015-04-07,Standard Class,Consumer,United States,Dallas,Texas,Central,Technology,Accessories,47.976,3,0.2,1.7991,5,2015-04,2015,0.03749,1,1
2016-09-03,2016-09-10,Standard Class,Consumer,United States,Waukesha,Wisconsin,Central,Office Supplies,Storage,54.5,5,0,14.17,7,2016-09,2016,0.25995,1,0
2017-12-10,2017-12-12,First Class,Consumer,United States,Fort Lauderdale,Florida,South,Furniture,Furnishings,19.104,3,0.2,5.7312,2,2017-12,2017,0.29984,1,1
2016-11-22,2016-11-26,Standard Class,Consumer,United States,Detroit,Michigan,Central,Office Supplies,Binders,49.44,3,0,24.2256,4,2016-11,2016,0.4899,1,0
2017-11-11,2017-11-18,Standard Class,Home Office,United States,Springfield,Ohio,East,Office Supplies,Paper,10.368,2,0.2,3.6288,7,2017-11,2017,0.34966,1,1
2016-10-21,2016-10-25,Standard Class,Consumer,United States,San Diego,California,West,Office Supplies,Storage,154.44,3,0,1.5444,4,2016-10,2016,0.01,1,0
2015-12-21,2015-12-25,Standard Class,Corporate,United States,Colorado Springs,Colorado,West,Office Supplies,Appliances,60.984,7,0.2,4.5738,4,2015-12,2015,0.07499,1,1
2015-07-17,2015-07-19,Second Class,Consumer,United States,Bakersfield,California,West,Furniture,Bookcases,195.466,2,0.15,-13.7976,2,2015-07,2015,-0.07058,0,1
2017-04-30,2017-05-05,Standard Class,Corporate,United States,Pompano Beach,Florida,South,Furniture,Furnishings,23.68,8,0.2,6.216,5,2017-04,2017,0.26239,1,1
2017-04-30,2017-05-05,Standard Class,Corporate,United States,Pompano Beach,Florida,South,Technology,Accessories,2.376,3,0.2,0.7425,5,2017-04,2017,0.31119,1,1
2017-05-06,2017-05-08,First Class,Consumer,United States,New York City,New York,East,Office Supplies,Labels,59.2,4,0,29.6,2,2017-05,2017,0.49992,1,0
2017-11-20,2017-11-27,Standard Class,Consumer,United States,Lakeville,Minnesota,Central,Office Supplies,Art,22,10,0,9.68,7,2017-11,2017,0.4398,1,0
2016-11-11,2016-11-16,Standard Class,Consumer,United States,Detroit,Michigan,Central,Technology,Phones,257.98,2,0,74.8142,5,2016-11,2016,0.28999,1,0
2016-11-05,2016-11-10,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Technology,Phones,23.988,2,0.4,-15.992,5,2016-11,2016,-0.66639,0,1
2016-10-09,2016-10-15,Standard Class,Corporate,United States,Troy,Ohio,East,Technology,Phones,23.976,4,0.4,-15.5844,6,2016-10,2016,-0.64973,0,1
2015-09-21,2015-09-23,First Class,Home Office,United States,Los Angeles,California,West,Furniture,Chairs,601.536,4,0.2,0,2,2015-09,2015,0,0,1
2015-09-21,2015-09-23,First Class,Home Office,United States,Los Angeles,California,West,Office Supplies,Fasteners,7.9,2,0,2.528,2,2015-09,2015,0.3196,1,0
2014-12-02,2014-12-06,Standard Class,Corporate,United States,Corpus Christi,Texas,Central,Furniture,Furnishings,58.36,5,0.6,-24.803,4,2014-12,2014,-0.42493,0,1
2014-12-02,2014-12-06,Standard Class,Corporate,United States,Corpus Christi,Texas,Central,Office Supplies,Art,16.464,7,0.2,1.4406,4,2014-12,2014,0.08745,1,1
2014-12-02,2014-12-06,Standard Class,Corporate,United States,Corpus Christi,Texas,Central,Furniture,Furnishings,39.96,5,0.6,-23.976,4,2014-12,2014,-0.59985,0,1
2014-09-21,2014-09-22,First Class,Corporate,United States,Omaha,Nebraska,Central,Office Supplies,Appliances,25.96,2,0,7.5284,1,2014-09,2014,0.28989,1,0
2014-09-21,2014-09-22,First Class,Corporate,United States,Omaha,Nebraska,Central,Office Supplies,Appliances,36.27,3,0,10.881,1,2014-09,2014,0.29992,1,0
2014-09-21,2014-09-22,First Class,Corporate,United States,Omaha,Nebraska,Central,Office Supplies,Paper,6.48,1,0,3.1104,1,2014-09,2014,0.47926,1,0
2014-04-12,2014-04-17,Standard Class,Corporate,United States,Redondo Beach,California,West,Technology,Phones,1075.088,14,0.2,94.0702,5,2014-04,2014,0.0875,1,1
2014-04-12,2014-04-17,Standard Class,Corporate,United States,Redondo Beach,California,West,Technology,Phones,438.368,4,0.2,38.3572,5,2014-04,2014,0.0875,1,1
2014-04-12,2014-04-17,Standard Class,Corporate,United States,Redondo Beach,California,West,Office Supplies,Binders,18.088,7,0.2,6.5569,5,2014-04,2014,0.3623,1,1
2014-04-12,2014-04-17,Standard Class,Corporate,United States,Redondo Beach,California,West,Furniture,Bookcases,308.499,3,0.15,-18.147,5,2014-04,2014,-0.05882,0,1
2017-10-20,2017-10-27,Standard Class,Consumer,United States,Little Rock,Arkansas,South,Office Supplies,Art,13.36,4,0,4.1416,7,2017-10,2017,0.30977,1,0
2017-10-20,2017-10-27,Standard Class,Consumer,United States,Little Rock,Arkansas,South,Office Supplies,Paper,39.96,2,0,18.7812,7,2017-10,2017,0.46988,1,0
2017-10-20,2017-10-27,Standard Class,Consumer,United States,Little Rock,Arkansas,South,Office Supplies,Binders,145.85,5,0,70.008,7,2017-10,2017,0.47997,1,0
2016-10-25,2016-10-28,First Class,Corporate,United States,Miami,Florida,South,Technology,Phones,783.96,5,0.2,78.396,3,2016-10,2016,0.1,1,1
2015-11-01,2015-11-04,First Class,Consumer,United States,Salem,Oregon,West,Office Supplies,Art,7.88,1,0.2,1.773,3,2015-11,2015,0.22471,1,1
2017-11-03,2017-11-08,Standard Class,Consumer,United States,Las Cruces,New Mexico,West,Furniture,Furnishings,41.37,3,0,17.3754,5,2017-11,2017,0.4199,1,0
2015-05-12,2015-05-16,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Paper,12.84,3,0,5.778,4,2015-05,2015,0.44965,1,0
2015-05-12,2015-05-16,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Paper,25.68,6,0,11.556,4,2015-05,2015,0.44982,1,0
2015-09-07,2015-09-11,Standard Class,Consumer,United States,El Paso,Texas,Central,Furniture,Chairs,47.516,2,0.3,-2.0364,4,2015-09,2015,-0.04285,0,1
2015-07-25,2015-07-27,Second Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Fasteners,9.42,2,0,0.471,2,2015-07,2015,0.04995,1,0
2015-07-25,2015-07-27,Second Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Paper,12.96,2,0,6.2208,2,2015-07,2015,0.47963,1,0
2015-07-25,2015-07-27,Second Class,Consumer,United States,Seattle,Washington,West,Furniture,Bookcases,704.9,5,0,56.392,2,2015-07,2015,0.08,1,0
2015-07-25,2015-07-27,Second Class,Consumer,United States,Seattle,Washington,West,Furniture,Chairs,561.568,2,0.2,28.0784,2,2015-07,2015,0.05,1,1
2015-11-16,2015-11-18,Second Class,Home Office,United States,Milwaukee,Wisconsin,Central,Office Supplies,Paper,179.82,9,0,84.5154,2,2015-11,2015,0.46997,1,0
2015-11-16,2015-11-18,Second Class,Home Office,United States,Milwaukee,Wisconsin,Central,Furniture,Furnishings,185.58,6,0,76.0878,2,2015-11,2015,0.40998,1,0
2015-11-16,2015-11-18,Second Class,Home Office,United States,Milwaukee,Wisconsin,Central,Furniture,Tables,214.11,3,0,36.3987,2,2015-11,2015,0.16999,1,0
2015-11-16,2015-11-18,Second Class,Home Office,United States,Milwaukee,Wisconsin,Central,Technology,Accessories,999.96,4,0,229.9908,2,2015-11,2015,0.23,1,0
2015-11-16,2015-11-18,Second Class,Home Office,United States,Milwaukee,Wisconsin,Central,Furniture,Tables,653.55,3,0,111.1035,2,2015-11,2015,0.17,1,0
2015-09-01,2015-09-08,Standard Class,Home Office,United States,Franklin,Massachusetts,East,Office Supplies,Binders,114.6,5,0,51.57,7,2015-09,2015,0.44996,1,0
2015-09-01,2015-09-08,Standard Class,Home Office,United States,Franklin,Massachusetts,East,Furniture,Chairs,60.74,1,0,15.185,7,2015-09,2015,0.24996,1,0
2015-09-01,2015-09-08,Standard Class,Home Office,United States,Franklin,Massachusetts,East,Furniture,Furnishings,124.36,2,0,27.3592,7,2015-09,2015,0.21998,1,0
2015-09-01,2015-09-08,Standard Class,Home Office,United States,Franklin,Massachusetts,East,Office Supplies,Storage,1088.76,6,0,315.7404,7,2015-09,2015,0.29,1,0
2016-05-05,2016-05-08,First Class,Consumer,United States,Encinitas,California,West,Office Supplies,Binders,6.72,5,0.2,2.352,3,2016-05,2016,0.34948,1,1
2016-05-05,2016-05-08,First Class,Consumer,United States,Encinitas,California,West,Furniture,Tables,298.776,3,0.2,7.4694,3,2016-05,2016,0.025,1,1
2016-12-31,2017-01-05,Standard Class,Consumer,United States,Anaheim,California,West,Technology,Phones,302.376,3,0.2,22.6782,5,2016-12,2016,0.075,1,1
2017-09-18,2017-09-20,First Class,Consumer,United States,Arlington,Texas,Central,Office Supplies,Art,8.928,2,0.2,0.558,2,2017-09,2017,0.06243,1,1
2017-09-18,2017-09-20,First Class,Consumer,United States,Arlington,Texas,Central,Office Supplies,Storage,47.584,2,0.2,-2.974,2,2017-09,2017,-0.06249,0,1
2014-09-25,2014-09-30,Standard Class,Home Office,United States,Houston,Texas,Central,Office Supplies,Paper,33.792,8,0.2,10.56,5,2014-09,2014,0.31241,1,1
2014-09-25,2014-09-30,Standard Class,Home Office,United States,Houston,Texas,Central,Furniture,Bookcases,300.5328,2,0.32,-97.2312,5,2014-09,2014,-0.32352,0,1
2014-09-25,2014-09-30,Standard Class,Home Office,United States,Houston,Texas,Central,Office Supplies,Binders,2.724,2,0.8,-4.3584,5,2014-09,2014,-1.59415,0,1
2014-09-25,2014-09-30,Standard Class,Home Office,United States,Houston,Texas,Central,Office Supplies,Envelopes,3.264,2,0.2,1.1016,5,2014-09,2014,0.33647,1,1
2016-04-23,2016-04-26,First Class,Consumer,United States,Lancaster,Ohio,East,Office Supplies,Paper,108.336,6,0.2,37.9176,3,2016-04,2016,0.34997,1,1
2016-04-23,2016-04-26,First Class,Consumer,United States,Lancaster,Ohio,East,Office Supplies,Storage,55.92,5,0.2,6.291,3,2016-04,2016,0.11248,1,1
2016-04-23,2016-04-26,First Class,Consumer,United States,Lancaster,Ohio,East,Office Supplies,Paper,78.304,2,0.2,29.364,3,2016-04,2016,0.37495,1,1
2014-11-01,2014-11-05,Standard Class,Consumer,United States,Portland,Oregon,West,Office Supplies,Storage,443.92,5,0.2,-94.333,4,2014-11,2014,-0.2125,0,1
2014-11-01,2014-11-05,Standard Class,Consumer,United States,Portland,Oregon,West,Technology,Phones,155.976,3,0.2,54.5916,4,2014-11,2014,0.34998,1,1
2017-01-26,2017-01-31,Second Class,Corporate,United States,Hoover,Alabama,South,Office Supplies,Art,15.47,7,0,4.1769,5,2017-01,2017,0.26983,1,0
2017-01-26,2017-01-31,Second Class,Corporate,United States,Hoover,Alabama,South,Office Supplies,Binders,7.16,2,0,3.4368,5,2017-01,2017,0.47933,1,0
2017-11-11,2017-11-16,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Appliances,10.89,1,0,2.8314,5,2017-11,2017,0.25976,1,0
2017-11-11,2017-11-16,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,19.44,3,0,9.3312,5,2017-11,2017,0.47975,1,0
2017-11-11,2017-11-16,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,121.6,5,0.2,39.52,5,2017-11,2017,0.32497,1,1
2016-06-09,2016-06-12,First Class,Consumer,United States,Tallahassee,Florida,South,Technology,Machines,695.7,2,0.5,-27.828,3,2016-06,2016,-0.04,0,1
2015-09-03,2015-09-08,Second Class,Corporate,United States,New York City,New York,East,Office Supplies,Storage,120.33,1,0,31.2858,5,2015-09,2015,0.25998,1,0
2014-03-14,2014-03-19,Standard Class,Home Office,United States,Chesapeake,Virginia,South,Furniture,Chairs,1139.92,4,0,284.98,5,2014-03,2014,0.25,1,0
2017-08-31,2017-09-04,Second Class,Consumer,United States,Fayetteville,North Carolina,South,Office Supplies,Paper,229.544,7,0.2,83.2097,4,2017-08,2017,0.36248,1,1
2017-03-23,2017-03-27,Standard Class,Consumer,United States,Huntsville,Texas,Central,Office Supplies,Storage,143.728,2,0.2,-32.3388,4,2017-03,2017,-0.22498,0,1
2017-05-18,2017-05-22,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,36.048,3,0.2,-0.9012,4,2017-05,2017,-0.02499,0,1
2016-12-27,2016-12-31,Standard Class,Corporate,United States,Woodstock,Illinois,Central,Furniture,Chairs,845.488,8,0.3,-12.0784,4,2016-12,2016,-0.01429,0,1
2017-11-17,2017-11-20,First Class,Consumer,United States,Everett,Massachusetts,East,Office Supplies,Art,50.94,3,0,14.2632,3,2017-11,2017,0.27995,1,0
2017-09-10,2017-09-15,Standard Class,Home Office,United States,Chicago,Illinois,Central,Office Supplies,Binders,762.594,3,0.8,-1143.891,5,2017-09,2017,-1.49998,0,1
2017-04-08,2017-04-15,Standard Class,Corporate,United States,Roswell,Georgia,South,Furniture,Furnishings,56.28,6,0,15.7584,7,2017-04,2017,0.27995,1,0
2017-04-08,2017-04-15,Standard Class,Corporate,United States,Roswell,Georgia,South,Office Supplies,Binders,2690.97,3,0,1264.7559,7,2017-04,2017,0.47,1,0
2016-11-28,2016-12-03,Standard Class,Corporate,United States,Palm Coast,Florida,South,Office Supplies,Binders,7.434,6,0.7,-5.6994,5,2016-11,2016,-0.76564,0,1
2016-06-02,2016-06-05,First Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,64.784,1,0.2,-12.9568,3,2016-06,2016,-0.19997,0,1
2017-12-17,2017-12-22,Standard Class,Home Office,United States,Columbus,Indiana,Central,Office Supplies,Paper,28.16,4,0,13.2352,5,2017-12,2017,0.46983,1,0
2016-03-19,2016-03-21,Second Class,Consumer,United States,Oceanside,New York,East,Furniture,Furnishings,14.98,1,0,6.8908,2,2016-03,2016,0.45969,1,0
2016-03-19,2016-03-21,Second Class,Consumer,United States,Oceanside,New York,East,Furniture,Furnishings,20.32,4,0,6.9088,2,2016-03,2016,0.33983,1,0
2017-08-20,2017-08-20,Same Day,Corporate,United States,Franklin,Massachusetts,East,Office Supplies,Storage,40.29,3,0,10.4754,0,2017-08,2017,0.25994,1,0
2017-07-25,2017-07-31,Standard Class,Consumer,United States,Sioux Falls,South Dakota,Central,Office Supplies,Labels,20.23,7,0,9.5081,6,2017-07,2017,0.46977,1,0
2016-08-26,2016-08-29,First Class,Corporate,United States,San Diego,California,West,Furniture,Chairs,1603.136,4,0.2,100.196,3,2016-08,2016,0.0625,1,1
2016-08-15,2016-08-17,Second Class,Consumer,United States,Fayetteville,North Carolina,South,Furniture,Chairs,225.296,2,0.2,22.5296,2,2016-08,2016,0.1,1,1
2017-05-19,2017-05-23,Standard Class,Consumer,United States,Atlanta,Georgia,South,Technology,Accessories,67.8,4,0,4.068,4,2017-05,2017,0.05999,1,0
2017-05-19,2017-05-23,Standard Class,Consumer,United States,Atlanta,Georgia,South,Technology,Phones,377.97,3,0,98.2722,4,2017-05,2017,0.25999,1,0
2017-05-19,2017-05-23,Standard Class,Consumer,United States,Atlanta,Georgia,South,Furniture,Bookcases,1628.82,9,0,374.6286,4,2017-05,2017,0.23,1,0
2017-05-19,2017-05-23,Standard Class,Consumer,United States,Atlanta,Georgia,South,Office Supplies,Paper,286.93,7,0,140.5957,4,2017-05,2017,0.48998,1,0
2017-08-12,2017-08-17,Standard Class,Consumer,United States,Orlando,Florida,South,Office Supplies,Paper,20.736,4,0.2,7.2576,5,2017-08,2017,0.34983,1,1
2017-08-13,2017-08-13,Same Day,Consumer,United States,San Francisco,California,West,Office Supplies,Storage,31.44,3,0,8.4888,0,2017-08,2017,0.26991,1,0
2017-08-13,2017-08-13,Same Day,Consumer,United States,San Francisco,California,West,Office Supplies,Appliances,83.79,7,0,22.6233,0,2017-08,2017,0.26997,1,0
2017-08-13,2017-08-13,Same Day,Consumer,United States,San Francisco,California,West,Office Supplies,Art,59.52,3,0,15.4752,0,2017-08,2017,0.25996,1,0
2017-08-13,2017-08-13,Same Day,Consumer,United States,San Francisco,California,West,Office Supplies,Supplies,31.92,4,0,9.2568,0,2017-08,2017,0.28991,1,0
2016-11-10,2016-11-12,Second Class,Consumer,United States,Toledo,Ohio,East,Office Supplies,Supplies,14.72,5,0.2,-3.312,2,2016-11,2016,-0.22485,0,1
2016-11-10,2016-11-12,Second Class,Consumer,United States,Toledo,Ohio,East,Office Supplies,Storage,38.976,3,0.2,-2.436,2,2016-11,2016,-0.06248,0,1
2017-06-12,2017-06-19,Standard Class,Consumer,United States,Saint Petersburg,Florida,South,Furniture,Furnishings,17.088,2,0.2,1.068,7,2017-06,2017,0.06246,1,1
2014-03-22,2014-03-26,Standard Class,Corporate,United States,Tucson,Arizona,West,Office Supplies,Paper,74.352,3,0.2,23.235,4,2014-03,2014,0.31246,1,1
2014-03-22,2014-03-26,Standard Class,Corporate,United States,Tucson,Arizona,West,Furniture,Chairs,314.352,3,0.2,-35.3646,4,2014-03,2014,-0.1125,0,1
2017-06-15,2017-06-20,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Art,4.26,1,0,1.7466,5,2017-06,2017,0.40904,1,0
2017-11-16,2017-11-22,Standard Class,Consumer,United States,San Diego,California,West,Office Supplies,Storage,811.28,8,0,24.3384,6,2017-11,2017,0.03,1,0
2017-12-29,2017-12-31,First Class,Consumer,United States,New York City,New York,East,Office Supplies,Fasteners,6.03,3,0,2.9547,2,2017-12,2017,0.48919,1,0
2016-01-21,2016-01-23,Second Class,Consumer,United States,San Diego,California,West,Furniture,Chairs,153.568,2,0.2,-5.7588,2,2016-01,2016,-0.0375,0,1
2016-01-21,2016-01-23,Second Class,Consumer,United States,San Diego,California,West,Furniture,Chairs,1013.488,7,0.2,76.0116,2,2016-01,2016,0.075,1,1
2016-01-15,2016-01-19,Standard Class,Home Office,United States,Westfield,New Jersey,East,Office Supplies,Envelopes,52.34,2,0,24.5998,4,2016-01,2016,0.46991,1,0
2016-01-15,2016-01-19,Standard Class,Home Office,United States,Westfield,New Jersey,East,Office Supplies,Art,4.66,2,0,1.3514,4,2016-01,2016,0.28938,1,0
2016-01-15,2016-01-19,Standard Class,Home Office,United States,Westfield,New Jersey,East,Technology,Accessories,254.97,3,0,91.7892,4,2016-01,2016,0.35999,1,0
2016-09-19,2016-09-23,Second Class,Home Office,United States,Orange,New Jersey,East,Office Supplies,Binders,25.44,6,0,12.72,4,2016-09,2016,0.4998,1,0
2016-09-19,2016-09-23,Second Class,Home Office,United States,Orange,New Jersey,East,Office Supplies,Supplies,27.93,3,0,8.0997,4,2016-09,2016,0.2899,1,0
2014-02-21,2014-02-25,Standard Class,Consumer,United States,Woodstock,Illinois,Central,Office Supplies,Binders,8.85,5,0.8,-13.7175,4,2014-02,2014,-1.54825,0,1
2016-11-11,2016-11-16,Second Class,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,6.96,4,0,2.2272,5,2016-11,2016,0.31954,1,0
2016-01-30,2016-02-03,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,17.456,2,0.2,5.8914,4,2016-01,2016,0.33731,1,1
2016-10-18,2016-10-22,Standard Class,Consumer,United States,Tempe,Arizona,West,Furniture,Chairs,307.92,5,0.2,-34.641,4,2016-10,2016,-0.1125,0,1
2017-12-18,2017-12-19,First Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Art,6.63,3,0,1.7901,1,2017-12,2017,0.26959,1,0
2017-12-18,2017-12-19,First Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,12.96,2,0,6.2208,1,2017-12,2017,0.47963,1,0
2017-12-18,2017-12-19,First Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,32.4,5,0,15.552,1,2017-12,2017,0.47985,1,0
2017-11-02,2017-11-06,Standard Class,Corporate,United States,Seattle,Washington,West,Office Supplies,Paper,23.85,5,0,10.7325,4,2017-11,2017,0.44981,1,0
2014-04-29,2014-05-01,Second Class,Consumer,United States,Lake Charles,Louisiana,South,Furniture,Chairs,51.96,2,0,12.99,2,2014-04,2014,0.24995,1,0
2014-04-29,2014-05-01,Second Class,Consumer,United States,Lake Charles,Louisiana,South,Office Supplies,Binders,17.94,3,0,8.6112,2,2014-04,2014,0.47973,1,0
2017-10-23,2017-10-29,Standard Class,Corporate,United States,Rochester,New York,East,Office Supplies,Paper,11.56,2,0,5.6644,6,2017-10,2017,0.48958,1,0
2017-10-23,2017-10-29,Standard Class,Corporate,United States,Rochester,New York,East,Office Supplies,Paper,26.4,5,0,11.88,6,2017-10,2017,0.44983,1,0
2017-10-23,2017-10-29,Standard Class,Corporate,United States,Rochester,New York,East,Furniture,Furnishings,69.08,11,0,29.0136,6,2017-10,2017,0.41994,1,0
2017-10-23,2017-10-29,Standard Class,Corporate,United States,Rochester,New York,East,Technology,Phones,35.88,3,0,10.0464,6,2017-10,2017,0.27992,1,0
2014-03-30,2014-04-03,Standard Class,Consumer,United States,Long Beach,New York,East,Office Supplies,Art,49.65,5,0,20.853,4,2014-03,2014,0.41992,1,0
2016-01-04,2016-01-09,Standard Class,Corporate,United States,Charlotte,North Carolina,South,Technology,Copiers,959.968,4,0.2,119.996,5,2016-01,2016,0.125,1,1
2015-04-26,2015-04-30,Standard Class,Consumer,United States,Houston,Texas,Central,Furniture,Chairs,408.422,2,0.3,-5.8346,4,2015-04,2015,-0.01429,0,1
2015-09-12,2015-09-17,Standard Class,Consumer,United States,New York City,New York,East,Technology,Copiers,479.984,2,0.2,59.998,5,2015-09,2015,0.125,1,1
2015-09-12,2015-09-17,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Labels,12.6,4,0,6.048,5,2015-09,2015,0.47962,1,0
2017-09-11,2017-09-15,Standard Class,Home Office,United States,Columbus,Georgia,South,Office Supplies,Paper,184.66,7,0,84.9436,4,2017-09,2017,0.45998,1,0
2016-06-12,2016-06-17,Standard Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Paper,23.12,5,0.2,8.381,5,2016-06,2016,0.36234,1,1
2016-06-27,2016-07-01,Standard Class,Corporate,United States,Highland Park,Illinois,Central,Office Supplies,Paper,37.464,7,0.2,12.1758,4,2016-06,2016,0.32491,1,1
2016-06-27,2016-07-01,Standard Class,Corporate,United States,Highland Park,Illinois,Central,Furniture,Chairs,539.658,3,0.3,-7.7094,4,2016-06,2016,-0.01429,0,1
2014-09-26,2014-09-30,Standard Class,Home Office,United States,Seattle,Washington,West,Office Supplies,Storage,310.12,2,0,80.6312,4,2014-09,2014,0.25999,1,0
2017-11-03,2017-11-09,Standard Class,Consumer,United States,Eagan,Minnesota,Central,Office Supplies,Paper,8.56,2,0,3.852,6,2017-11,2017,0.44947,1,0
2017-11-03,2017-11-09,Standard Class,Consumer,United States,Eagan,Minnesota,Central,Office Supplies,Storage,52.4,5,0,14.148,6,2017-11,2017,0.26995,1,0
2017-11-03,2017-11-09,Standard Class,Consumer,United States,Eagan,Minnesota,Central,Office Supplies,Labels,14.94,3,0,6.8724,6,2017-11,2017,0.45969,1,0
2017-02-19,2017-02-23,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Fasteners,11.22,3,0,0.2244,4,2017-02,2017,0.01998,1,0
2015-11-05,2015-11-09,Standard Class,Consumer,United States,Coral Springs,Florida,South,Office Supplies,Appliances,387.136,4,0.2,24.196,4,2015-11,2015,0.0625,1,1
2014-06-16,2014-06-21,Standard Class,Consumer,United States,Hempstead,New York,East,Office Supplies,Envelopes,41.4,5,0,19.458,5,2014-06,2014,0.46989,1,0
2014-06-16,2014-06-21,Standard Class,Consumer,United States,Hempstead,New York,East,Office Supplies,Art,35,4,0,10.5,5,2014-06,2014,0.29991,1,0
2014-06-16,2014-06-21,Standard Class,Consumer,United States,Hempstead,New York,East,Office Supplies,Binders,39.552,3,0.2,14.3376,5,2014-06,2014,0.36241,1,1
2015-10-12,2015-10-17,Second Class,Consumer,United States,Noblesville,Indiana,Central,Technology,Phones,135.72,3,0,35.2872,5,2015-10,2015,0.25998,1,0
2015-10-12,2015-10-17,Second Class,Consumer,United States,Noblesville,Indiana,Central,Office Supplies,Binders,12.56,2,0,5.652,5,2015-10,2015,0.44964,1,0
2015-10-12,2015-10-17,Second Class,Consumer,United States,Noblesville,Indiana,Central,Technology,Phones,263.96,4,0,71.2692,5,2015-10,2015,0.26999,1,0
2017-08-27,2017-08-30,First Class,Consumer,United States,Dallas,Texas,Central,Office Supplies,Art,5.952,1,0.2,0.372,3,2017-08,2017,0.0624,1,1
2016-11-23,2016-11-23,Same Day,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,15.8,5,0.2,2.37,0,2016-11,2016,0.14991,1,1
2016-11-23,2016-11-23,Same Day,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,14.368,2,0.2,3.9512,0,2016-11,2016,0.27481,1,1
2016-11-23,2016-11-23,Same Day,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,70.448,7,0.2,12.3284,0,2016-11,2016,0.17498,1,1
2017-01-30,2017-01-30,Same Day,Consumer,United States,San Francisco,California,West,Office Supplies,Storage,129.3,2,0,6.465,0,2017-01,2017,0.05,1,0
2015-11-30,2015-12-03,Second Class,Home Office,United States,Austin,Texas,Central,Office Supplies,Binders,3.882,3,0.8,-5.823,3,2015-11,2015,-1.49615,0,1
2014-06-28,2014-07-04,Standard Class,Corporate,United States,Detroit,Michigan,Central,Office Supplies,Fasteners,6.08,1,0,3.04,6,2014-06,2014,0.49918,1,0
2014-09-02,2014-09-05,First Class,Consumer,United States,Watertown,New York,East,Office Supplies,Appliances,19.9,1,0,8.955,3,2014-09,2014,0.44977,1,0
2014-09-02,2014-09-05,First Class,Consumer,United States,Watertown,New York,East,Furniture,Furnishings,70.71,1,0,4.9497,3,2014-09,2014,0.06999,1,0
2017-07-10,2017-07-14,Second Class,Consumer,United States,Columbus,Georgia,South,Furniture,Furnishings,18.84,3,0,7.9128,4,2017-07,2017,0.41978,1,0
2017-06-04,2017-06-10,Standard Class,Consumer,United States,Apple Valley,Minnesota,Central,Office Supplies,Art,8.64,3,0,2.5056,6,2017-06,2017,0.28966,1,0
2017-10-19,2017-10-26,Standard Class,Home Office,United States,Burlington,North Carolina,South,Office Supplies,Binders,1633.188,4,0.7,-1306.5504,7,2017-10,2017,-0.8,0,1
2017-11-18,2017-11-24,Standard Class,Home Office,United States,Saginaw,Michigan,Central,Furniture,Furnishings,19.76,4,0,8.2992,6,2017-11,2017,0.41979,1,0
2015-08-08,2015-08-08,Same Day,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,6.608,2,0.2,2.2302,0,2015-08,2015,0.33699,1,1
